0.00000	0.000
0.01000	0.082
0.02000	0.022
0.03000	0.071
0.04000	0.509
0.05000	0.188
0.06000	-0.254
0.07000	0.081
0.08000	0.013
0.09000	0.082
0.10000	0.281
0.11000	-0.000
0.12000	0.040
0.13000	0.008
0.14000	-0.049
0.15000	-0.006
0.16000	-0.117
0.17000	0.178
0.18000	-0.053
0.19000	-0.257
0.20000	-0.062
0.21000	0.118
0.22000	0.058
0.23000	0.002
0.24000	0.036
0.25000	0.053
0.26000	-0.051
0.27000	0.146
0.28000	0.187
0.29000	-0.118
0.30000	0.103
0.31000	0.042
0.32000	-0.047
0.33000	-0.180
0.34000	-0.011
0.35000	-0.131
0.36000	-0.044
0.37000	0.154
0.38000	-0.074
0.39000	0.041
0.40000	-0.011
0.41000	0.040
0.42000	-0.085
0.43000	-0.069
0.44000	0.161
0.45000	0.107
0.46000	0.007
0.47000	-0.048
0.48000	-0.121
0.49000	-0.018
0.50000	0.133
0.51000	0.068
0.52000	-0.098
0.53000	-0.192
0.54000	0.227
0.55000	-0.157
0.56000	-0.215
0.57000	0.010
0.58000	-0.044
0.59000	0.259
0.60000	0.013
0.61000	-0.244
0.62000	-0.171
0.63000	0.076
0.64000	0.258
0.65000	0.072
0.66000	-0.076
0.67000	-0.003
0.68000	-0.012
0.69000	-0.103
0.70000	-0.066
0.71000	0.049
0.72000	0.050
0.73000	-0.148
0.74000	0.217
0.75000	0.182
0.76000	-0.030
0.77000	0.029
0.78000	-0.076
0.79000	0.077
0.80000	-0.239
0.81000	-0.365
0.82000	0.142
0.83000	0.626
0.84000	-0.068
0.85000	-0.338
0.86000	0.145
0.87000	-0.057
0.88000	0.161
0.89000	-0.045
0.90000	-0.324
0.91000	0.148
0.92000	0.250
0.93000	0.039
0.94000	0.117
0.95000	-0.133
0.96000	-0.153
0.97000	0.180
0.98000	-0.104
0.99000	-0.210
1.00000	0.125
1.01000	0.052
1.02000	-0.259
1.03000	0.361
1.04000	0.018
1.05000	-0.148
1.06000	0.145
1.07000	-0.099
1.08000	-0.024
1.09000	0.027
1.10000	-0.014
1.11000	-0.309
1.12000	0.059
1.13000	0.438
1.14000	-0.057
1.15000	-0.339
1.16000	0.089
1.17000	0.120
1.18000	-0.076
1.19000	-0.003
1.20000	0.036
1.21000	0.081
1.22000	-0.049
1.23000	-0.206
1.24000	0.282
1.25000	0.236
1.26000	-0.011
1.27000	0.239
1.28000	-0.078
1.29000	-0.236
1.30000	-0.173
1.31000	0.066
1.32000	0.037
1.33000	-0.178
1.34000	0.002
1.35000	0.243
1.36000	-0.175
1.37000	-0.069
1.38000	0.135
1.39000	-0.094
1.40000	0.173
1.41000	-0.058
1.42000	-0.126
1.43000	0.066
1.44000	-0.010
1.45000	-0.016
1.46000	0.071
1.47000	-0.102
1.48000	-0.022
1.49000	-0.028
1.50000	-0.114
1.51000	0.254
1.52000	0.111
1.53000	-0.088
1.54000	-0.032
1.55000	0.136
1.56000	-0.003
1.57000	-0.107
1.58000	0.089
1.59000	-0.064
1.60000	-0.065
1.61000	0.205
1.62000	0.124
1.63000	-0.127
1.64000	0.163
1.65000	-0.086
1.66000	-0.369
1.67000	-0.133
1.68000	0.029
1.69000	0.082
1.70000	-0.140
1.71000	0.281
1.72000	0.166
1.73000	-0.254
1.74000	0.231
1.75000	0.371
1.76000	-0.210
1.77000	-0.443
1.78000	0.183
1.79000	0.203
1.80000	-0.196
1.81000	-0.013
1.82000	0.152
1.83000	0.072
1.84000	-0.035
1.85000	-0.136
1.86000	-0.066
1.87000	-0.027
1.88000	0.034
1.89000	-0.005
1.90000	-0.169
1.91000	0.112
1.92000	0.163
1.93000	0.090
1.94000	-0.046
1.95000	-0.303
1.96000	-0.196
1.97000	0.103
1.98000	0.168
1.99000	-0.005
2.00000	-0.265
2.01000	-0.258
2.02000	-0.013
2.03000	-0.035
2.04000	0.037
2.05000	0.309
2.06000	0.387
2.07000	0.394
2.08000	0.467
2.09000	0.639
2.10000	0.728
2.11000	0.096
2.12000	-0.514
2.13000	-0.183
2.14000	0.054
2.15000	-0.093
2.16000	-0.242
2.17000	-0.371
2.18000	-0.027
2.19000	0.141
2.20000	0.496
2.21000	0.224
2.22000	0.318
2.23000	0.843
2.24000	0.248
2.25000	-0.654
2.26000	-0.563
2.27000	0.090
2.28000	-0.262
2.29000	-0.261
2.30000	0.012
2.31000	-0.462
2.32000	-0.511
2.33000	0.225
2.34000	0.469
2.35000	0.353
2.36000	0.570
2.37000	-0.003
2.38000	-0.376
2.39000	-0.559
2.40000	-0.602
2.41000	0.187
2.42000	0.371
2.43000	-0.027
2.44000	-0.477
2.45000	-0.040
2.46000	0.424
2.47000	0.114
2.48000	0.115
2.49000	0.148
2.50000	-0.405
2.51000	-0.197
2.52000	0.187
2.53000	-0.091
2.54000	0.441
2.55000	0.518
2.56000	-0.223
2.57000	0.029
2.58000	-0.053
2.59000	-0.781
2.60000	0.059
2.61000	0.264
2.62000	-0.499
2.63000	-0.705
2.64000	-0.416
2.65000	0.179
2.66000	0.112
2.67000	0.177
2.68000	-0.696
2.69000	-1.293
2.70000	-1.028
2.71000	0.090
2.72000	0.379
2.73000	-1.323
2.74000	-1.355
2.75000	-0.144
2.76000	0.960
2.77000	0.188
2.78000	-0.209
2.79000	0.415
2.80000	0.511
2.81000	0.487
2.82000	0.124
2.83000	0.344
2.84000	-0.035
2.85000	-0.402
2.86000	-0.468
2.87000	-0.133
2.88000	0.038
2.89000	-0.368
2.90000	-0.007
2.91000	0.284
2.92000	0.174
2.93000	0.070
2.94000	0.192
2.95000	0.494
2.96000	0.283
2.97000	0.248
2.98000	0.110
2.99000	-0.281
3.00000	-0.032
3.01000	-0.216
3.02000	-0.308
3.03000	-0.117
3.04000	-0.413
3.05000	-0.161
3.06000	0.347
3.07000	0.388
3.08000	0.310
3.09000	0.166
3.10000	-0.108
3.11000	-0.021
3.12000	-0.039
3.13000	-0.022
3.14000	0.414
3.15000	0.081
3.16000	-0.710
3.17000	-0.033
3.18000	0.937
3.19000	0.375
3.20000	0.077
3.21000	0.408
3.22000	0.434
3.23000	0.296
3.24000	0.269
3.25000	-0.213
3.26000	-0.399
3.27000	-0.236
3.28000	-0.695
3.29000	-0.724
3.30000	-0.261
3.31000	0.009
3.32000	-0.318
3.33000	-0.262
3.34000	-0.223
3.35000	-0.113
3.36000	0.212
3.37000	0.200
3.38000	0.282
3.39000	0.148
3.40000	0.144
3.41000	0.312
3.42000	0.027
3.43000	-0.506
3.44000	-0.249
3.45000	-0.308
3.46000	-0.446
3.47000	0.248
3.48000	-0.154
3.49000	-0.230
3.50000	0.419
3.51000	0.077
3.52000	0.101
3.53000	0.586
3.54000	0.473
3.55000	-0.204
3.56000	-0.437
3.57000	-0.197
3.58000	-0.296
3.59000	-0.478
3.60000	-0.407
3.61000	-0.189
3.62000	0.275
3.63000	0.217
3.64000	0.057
3.65000	0.275
3.66000	0.356
3.67000	0.350
3.68000	0.051
3.69000	-0.298
3.70000	-0.104
3.71000	-0.261
3.72000	-0.458
3.73000	0.055
3.74000	-0.099
3.75000	0.062
3.76000	0.223
3.77000	0.071
3.78000	0.119
3.79000	0.292
3.80000	0.145
3.81000	-0.099
3.82000	-0.315
3.83000	-0.539
3.84000	-0.195
3.85000	0.215
3.86000	0.169
3.87000	-0.131
3.88000	0.059
3.89000	0.216
3.90000	0.308
3.91000	0.129
3.92000	-0.208
3.93000	-0.335
3.94000	-0.395
3.95000	0.088
3.96000	0.515
3.97000	0.380
3.98000	-0.123
3.99000	0.102
4.00000	0.321
4.01000	0.148
4.02000	-0.005
4.03000	-0.358
4.04000	-0.225
4.05000	-0.078
4.06000	-0.196
4.07000	-0.360
4.08000	0.173
4.09000	0.324
4.10000	0.147
4.11000	0.558
4.12000	0.684
4.13000	0.408
4.14000	0.141
4.15000	-0.366
4.16000	-0.442
4.17000	-0.224
4.18000	-0.381
4.19000	-0.309
4.20000	-0.129
4.21000	-0.077
4.22000	0.115
4.23000	0.065
4.24000	0.512
4.25000	0.939
4.26000	0.462
4.27000	0.075
4.28000	-0.302
4.29000	-0.225
4.30000	-0.091
4.31000	-0.634
4.32000	-0.734
4.33000	-0.323
4.34000	0.340
4.35000	0.345
4.36000	0.239
4.37000	0.581
4.38000	-0.049
4.39000	-0.005
4.40000	0.210
4.41000	0.076
4.42000	0.197
4.43000	0.157
4.44000	-0.067
4.45000	-0.491
4.46000	-0.203
4.47000	0.169
4.48000	0.032
4.49000	-0.004
4.50000	0.084
4.51000	-0.275
4.52000	0.044
